Month,Quarter,Region_Code,Region_Name,Parent_Name,Org_ONS_Code,Org_Code,Org_Name,Age,Eligible,Screened,Coverage(%),No. screens to reach target,National Rank,Total_Orgs,National_Coverage(%),Coverage_Change
2021-06-30,2021-22 Q1,E40000005,South East,BUCKINGHAMSHIRE  OXFORDSHIRE AND BERKSHIRE WEST STP,E38000223,14Y,NHS BUCKINGHAMSHIRE CCG,50-64,54024,41607,77.015770769,1613,24,106,75.1,-1.025524931
2021-06-30,2021-22 Q1,E40000010,North West,GREATER MANCHESTER HEALTH AND SOCIAL CARE PARTNERSHIP (STP),E38000024,00V,NHS BURY CCG,50-64,18342,13700,74.691963799,974,75,106,75.1,-0.992281862
2021-06-30,2021-22 Q1,E40000009,North East and Yorkshire,WEST YORKSHIRE AND HARROGATE (HEALTH & CARE PARTNERSHIP) STP,E38000025,02T,NHS CALDERDALE CCG,50-64,20825,16018,76.917166867,642,26,106,75.1,-1.352195376
2021-06-30,2021-22 Q1,E40000007,East of England,CAMBRIDGESHIRE AND PETERBOROUGH STP,E38000026,06H,NHS CAMBRIDGESHIRE AND PETERBOROUGH CCG,50-64,81689,61440,75.212084858,3912,66,106,75.1,-0.520674847
2021-06-30,2021-22 Q1,E40000008,Midlands,STAFFORDSHIRE AND STOKE ON TRENT STP,E38000028,04Y,NHS CANNOCK CHASE CCG,50-64,12501,9442,75.529957603,559,61,106,75.1,-0.123916755
2021-06-30,2021-22 Q1,E40000007,East of England,MID AND SOUTH ESSEX STP,E38000030,99F,NHS CASTLE POINT AND ROCHFORD CCG,50-64,17251,13318,77.201321663,483,20,106,75.1,-0.760191902
2021-06-30,2021-22 Q1,E40000010,North West,CHESHIRE AND MERSEYSIDE STP,E38000233,27D,NHS CHESHIRE CCG,50-64,75498,57992,76.812630798,2407,29,106,75.1,-0.481149678
2021-06-30,2021-22 Q1,E40000010,North West,HEALTHIER LANCASHIRE AND SOUTH CUMBRIA,E38000034,00X,NHS CHORLEY AND SOUTH RIBBLE CCG,50-64,17671,13507,76.435968536,630,42,106,75.1,-0.706888607
2021-06-30,2021-22 Q1,E40000009,North East and Yorkshire,CUMBRIA AND NORTH EAST STP,E38000234,84H,NHS COUNTY DURHAM CCG,50-64,52838,40580,76.800787312,1691,31,106,75.1,-0.20150322
2021-06-30,2021-22 Q1,E40000008,Midlands,COVENTRY AND WARWICKSHIRE STP,E38000251,B2M3M,NHS COVENTRY AND WARWICKSHIRE CCG,50-64,84925,64149,75.53606123,3791,60,106,75.1,
2021-06-30,2021-22 Q1,E40000008,Midlands,JOINED UP CARE DERBYSHIRE STP,E38000229,15M,NHS DERBY AND DERBYSHIRE CCG,50-64,99448,77692,78.123240286,1867,7,106,75.1,-0.61353254
2021-06-30,2021-22 Q1,E40000006,South West,DEVON STP,E38000230,15N,NHS DEVON CCG,50-64,118881,91409,76.891176891,3696,28,106,75.1,-0.372656087
2021-06-30,2021-22 Q1,E40000009,North East and Yorkshire,SOUTH YORKSHIRE AND BASSETLAW STP,E38000044,02X,NHS DONCASTER CCG,50-64,29547,22114,74.843469726,1524,71,106,75.1,-0.682673274
2021-06-30,2021-22 Q1,E40000006,South West,DORSET STP,E38000045,11J,NHS DORSET CCG,50-64,74726,57166,76.500816316,2615,39,106,75.1,-0.461518953
2021-06-30,2021-22 Q1,E40000007,East of England,HERTFORDSHIRE AND WEST ESSEX STP,E38000049,06K,NHS EAST AND NORTH HERTFORDSHIRE CCG,50-64,55133,43251,78.448479132,856,2,106,75.1,-0.72443233
2021-06-30,2021-22 Q1,E40000010,North West,HEALTHIER LANCASHIRE AND SOUTH CUMBRIA,E38000050,01A,NHS EAST LANCASHIRE CCG,50-64,33901,25510,75.248517743,1611,65,106,75.1,-1.179233511
2021-06-30,2021-22 Q1,E40000008,Midlands,LEICESTER  LEICESTERSHIRE AND RUTLAND STP,E38000051,03W,NHS EAST LEICESTERSHIRE AND RUTLAND CCG,50-64,33045,25920,78.438492964,516,3,106,75.1,-0.790842027
2021-06-30,2021-22 Q1,E40000009,North East and Yorkshire,HUMBER  COAST AND VALE STP,E38000052,02Y,NHS EAST RIDING OF YORKSHIRE CCG,50-64,31390,24537,78.168206435,575,6,106,75.1,-0.709542595
2021-06-30,2021-22 Q1,E40000008,Midlands,STAFFORDSHIRE AND STOKE ON TRENT STP,E38000053,05D,NHS EAST STAFFORDSHIRE CCG,50-64,13629,10133,74.348815027,771,80,106,75.1,-1.672472733
2021-06-30,2021-22 Q1,E40000005,South East,SUSSEX AND EAST SURREY STP,E38000235,97R,NHS EAST SUSSEX CCG,50-64,56322,41710,74.056319023,3348,84,106,75.1,-0.623657703
2021-06-30,2021-22 Q1,E40000005,South East,FRIMLEY HEALTH & CARE ICS (STP),E38000252,D4U1Y,NHS FRIMLEY CCG,50-64,67720,51923,76.673065564,2253,32,106,75.1,
2021-06-30,2021-22 Q1,E40000010,North West,HEALTHIER LANCASHIRE AND SOUTH CUMBRIA,E38000226,02M,NHS FYLDE & WYRE CCG,50-64,18648,14501,77.761690262,418,12,106,75.1,-0.157595216
2021-06-30,2021-22 Q1,E40000006,South West,GLOUCESTERSHIRE STP,E38000062,11M,NHS GLOUCESTERSHIRE CCG,50-64,63439,49223,77.591071738,1529,13,106,75.1,-0.318994028
2021-06-30,2021-22 Q1,E40000010,North West,HEALTHIER LANCASHIRE AND SOUTH CUMBRIA,E38000227,01E,NHS GREATER PRESTON CCG,50-64,18194,13864,76.200945367,692,48,106,75.1,-0.838192467
2021-06-30,2021-22 Q1,E40000010,North West,CHESHIRE AND MERSEYSIDE STP,E38000068,01F,NHS HALTON CCG,50-64,12252,8855,72.273914463,947,95,106,75.1,-0.772311011
2021-06-30,2021-22 Q1,E40000005,South East,HAMPSHIRE AND THE ISLE OF WIGHT STP,E38000253,D9Y0V,"NHS HAMPSHIRE, SOUTHAMPTON AND ISLE OF WIGHT CCG",50-64,154040,116899,75.8887302,6333,57,106,75.1,
2021-06-30,2021-22 Q1,E40000008,Midlands,HEREFORDSHIRE AND WORCESTERSHIRE STP,E38000236,18C,NHS HEREFORDSHIRE AND WORCESTERSHIRE CCG,50-64,76517,58940,77.02863416,2274,23,106,75.1,-0.537773605
2021-06-30,2021-22 Q1,E40000007,East of England,HERTFORDSHIRE AND WEST ESSEX STP,E38000079,06N,NHS HERTS VALLEYS CCG,50-64,57816,44105,76.285111388,2148,45,106,75.1,-0.035980125
2021-06-30,2021-22 Q1,E40000010,North West,GREATER MANCHESTER HEALTH AND SOCIAL CARE PARTNERSHIP (STP),E38000080,01D,"NHS HEYWOOD, MIDDLETON AND ROCHDALE CCG",50-64,19585,15009,76.635179985,659,35,106,75.1,-0.787521821
2021-06-30,2021-22 Q1,E40000009,North East and Yorkshire,HUMBER  COAST AND VALE STP,E38000085,03F,NHS HULL CCG,50-64,25162,18584,73.857404022,1546,86,106,75.1,-1.183042508
2021-06-30,2021-22 Q1,E40000007,East of England,SUFFOLK AND NORTH EAST ESSEX STP,E38000086,06L,NHS IPSWICH AND EAST SUFFOLK CCG,50-64,38305,29699,77.532959144,945,15,106,75.1,0.2293600208
2021-06-30,2021-22 Q1,E40000005,South East,KENT AND MEDWAY STP,E38000237,91Q,NHS KENT AND MEDWAY CCG,50-64,170824,127519,74.649346696,9141,76,106,75.1,-0.927957877
2021-06-30,2021-22 Q1,E40000006,South West,CORNWALL AND THE ISLES OF SCILLY HEALTH & SOCIAL CARE PARTNERSHIP (STP),E38000089,11N,NHS KERNOW CCG,50-64,59233,44302,74.792767545,3085,73,106,75.1,-0.806467104
2021-06-30,2021-22 Q1,E40000009,North East and Yorkshire,WEST YORKSHIRE AND HARROGATE (HEALTH & CARE PARTNERSHIP) STP,E38000254,X2C4Y,NHS KIRKLEES CCG,50-64,38303,29989,78.294128397,654,5,106,75.1,
2021-06-30,2021-22 Q1,E40000010,North West,CHESHIRE AND MERSEYSIDE STP,E38000091,01J,NHS KNOWSLEY CCG,50-64,15788,11343,71.845705599,1288,98,106,75.1,-1.024206304
2021-06-30,2021-22 Q1,E40000009,North East and Yorkshire,WEST YORKSHIRE AND HARROGATE (HEALTH & CARE PARTNERSHIP) STP,E38000225,15F,NHS LEEDS CCG,50-64,66878,50593,75.649690481,2910,59,106,75.1,-0.980170002
2021-06-30,2021-22 Q1,E40000008,Midlands,LEICESTER  LEICESTERSHIRE AND RUTLAND STP,E38000097,04C,NHS LEICESTER CITY CCG,50-64,29247,20608,70.461927719,2790,102,106,75.1,-2.045144417
2021-06-30,2021-22 Q1,E40000008,Midlands,LINCOLNSHIRE STP,E38000238,71E,NHS LINCOLNSHIRE CCG,50-64,76426,58774,76.903148143,2367,27,106,75.1,-1.058351023
2021-06-30,2021-22 Q1,E40000010,North West,CHESHIRE AND MERSEYSIDE STP,E38000101,99A,NHS LIVERPOOL CCG,50-64,44607,30469,68.305422916,5217,105,106,75.1,-1.007779491
2021-06-30,2021-22 Q1,E40000010,North West,GREATER MANCHESTER HEALTH AND SOCIAL CARE PARTNERSHIP (STP),E38000217,14L,NHS MANCHESTER CCG,50-64,41224,28706,69.634193674,4274,103,106,75.1,-1.428901832
2021-06-30,2021-22 Q1,E40000007,East of England,MID AND SOUTH ESSEX STP,E38000106,06Q,NHS MID ESSEX CCG,50-64,36223,27597,76.186400906,1382,51,106,75.1,-0.262761926
2021-06-30,2021-22 Q1,E40000010,North West,HEALTHIER LANCASHIRE AND SOUTH CUMBRIA,E38000228,01K,NHS MORECAMBE BAY CCG,50-64,32660,24754,75.793018983,1374,58,106,75.1,-0.63152704
2021-06-30,2021-22 Q1,E40000009,North East and Yorkshire,CUMBRIA AND NORTH EAST STP,E38000212,13T,NHS NEWCASTLE GATESHEAD CCG,50-64,41681,31468,75.497228953,1877,62,106,75.1,-0.180547745
2021-06-30,2021-22 Q1,E40000007,East of England,NORFOLK AND WAVENEY HEALTH & CARE PARTNERSHIP (STP),E38000239,26A,NHS NORFOLK & WAVENEY CCG,50-64,98846,75245,76.123464784,3832,53,106,75.1,-0.381996407
2021-06-30,2021-22 Q1,E40000003,London,NORTH LONDON PARTNERS IN HEALTH & CARE (STP),E38000240,93C,NHS NORTH CENTRAL LONDON CCG,50-64,132191,94314,71.346763395,11439,99,106,75.1,-1.102688197
2021-06-30,2021-22 Q1,E40000009,North East and Yorkshire,CUMBRIA AND NORTH EAST STP,E38000215,01H,NHS NORTH CUMBRIA CCG,50-64,33703,26400,78.331305818,563,4,106,75.1,-0.742263664
2021-06-30,2021-22 Q1,E40000007,East of England,SUFFOLK AND NORTH EAST ESSEX STP,E38000117,06T,NHS NORTH EAST ESSEX CCG,50-64,31449,24155,76.806893701,1005,30,106,75.1,0.1101871631
2021-06-30,2021-22 Q1,E40000009,North East and Yorkshire,HUMBER  COAST AND VALE STP,E38000119,03H,NHS NORTH EAST LINCOLNSHIRE CCG,50-64,15403,11737,76.199441667,586,49,106,75.1,-0.575735685
2021-06-30,2021-22 Q1,E40000003,London,EAST LONDON HEALTH & CARE PARTNERSHIP (STP),E38000255,A3A8R,NHS NORTH EAST LONDON CCG,50-64,155634,114313,73.449888842,10195,89,106,75.1,
2021-06-30,2021-22 Q1,E40000009,North East and Yorkshire,HUMBER  COAST AND VALE STP,E38000122,03K,NHS NORTH LINCOLNSHIRE CCG,50-64,17178,13047,75.951798812,696,56,106,75.1,-1.338378968
2021-06-30,2021-22 Q1,E40000008,Midlands,STAFFORDSHIRE AND STOKE ON TRENT STP,E38000126,05G,NHS NORTH STAFFORDSHIRE CCG,50-64,20575,15887,77.215066829,573,19,106,75.1,-0.371225206
2021-06-30,2021-22 Q1,E40000009,North East and Yorkshire,CUMBRIA AND NORTH EAST STP,E38000127,99C,NHS NORTH TYNESIDE CCG,50-64,21137,16127,76.297487818,783,44,106,75.1,0.2963340269
2021-06-30,2021-22 Q1,E40000003,London,NORTH WEST LONDON HEALTH & CARE PARTNERSHIP (STP),E38000256,W2U3Z,NHS NORTH WEST LONDON CCG,50-64,198552,135525,68.256678351,23317,106,106,75.1,
2021-06-30,2021-22 Q1,E40000009,North East and Yorkshire,HUMBER  COAST AND VALE STP,E38000241,42D,NHS NORTH YORKSHIRE CCG,50-64,45742,35674,77.989593809,920,9,106,75.1,-0.355578867
2021-06-30,2021-22 Q1,E40000008,Midlands,NORTHAMPTONSHIRE STP,E38000242,78H,NHS NORTHAMPTONSHIRE CCG,50-64,68095,50466,74.111168221,4010,83,106,75.1,-0.900149117
2021-06-30,2021-22 Q1,E40000009,North East and Yorkshire,CUMBRIA AND NORTH EAST STP,E38000130,00L,NHS NORTHUMBERLAND CCG,50-64,34234,26718,78.045218204,670,8,106,75.1,-0.195273766
2021-06-30,2021-22 Q1,E40000008,Midlands,NOTTINGHAM AND NOTTINGHAMSHIRE HEALTH AND CARE STP,E38000243,52R,NHS NOTTINGHAM AND NOTTINGHAMSHIRE CCG,50-64,92003,72685,79.002858602,918,1,106,75.1,-0.496060526
2021-06-30,2021-22 Q1,E40000010,North West,GREATER MANCHESTER HEALTH AND SOCIAL CARE PARTNERSHIP (STP),E38000135,00Y,NHS OLDHAM CCG,50-64,20310,15214,74.908911866,1034,70,106,75.1,-1.146510303
2021-06-30,2021-22 Q1,E40000005,South East,BUCKINGHAMSHIRE  OXFORDSHIRE AND BERKSHIRE WEST STP,E38000136,10Q,NHS OXFORDSHIRE CCG,50-64,67471,50894,75.430925879,3083,63,106,75.1,-0.654005
2021-06-30,2021-22 Q1,E40000005,South East,HAMPSHIRE AND THE ISLE OF WIGHT STP,E38000137,10R,NHS PORTSMOUTH CCG,50-64,17772,12886,72.507314877,1332,94,106,75.1,-0.720896132
2021-06-30,2021-22 Q1,E40000009,North East and Yorkshire,SOUTH YORKSHIRE AND BASSETLAW STP,E38000141,03L,NHS ROTHERHAM CCG,50-64,23818,18333,76.971198253,722,25,106,75.1,-0.892082496
2021-06-30,2021-22 Q1,E40000010,North West,GREATER MANCHESTER HEALTH AND SOCIAL CARE PARTNERSHIP (STP),E38000143,01G,NHS SALFORD CCG,50-64,20148,14303,70.989676395,1816,100,106,75.1,-1.520935788
2021-06-30,2021-22 Q1,E40000009,North East and Yorkshire,SOUTH YORKSHIRE AND BASSETLAW STP,E38000146,03N,NHS SHEFFIELD CCG,50-64,47401,36117,76.194595051,1804,50,106,75.1,-0.61909136
2021-06-30,2021-22 Q1,E40000008,Midlands,SHROPSHIRE AND TELFORD AND WREKIN STP,E38000257,M2L0M,"NHS SHROPSHIRE, TELFORD AND WREKIN CCG",50-64,49005,37334,76.184062851,1870,52,106,75.1,
2021-06-30,2021-22 Q1,E40000006,South West,SOMERSET STP,E38000150,11X,NHS SOMERSET CCG,50-64,57034,43683,76.591156152,1945,38,106,75.1,0.2748921784
2021-06-30,2021-22 Q1,E40000003,London,OUR HEALTHIER SOUTH EAST LONDON STP,E38000244,72Q,NHS SOUTH EAST LONDON CCG,50-64,164066,120544,73.472870674,10709,88,106,75.1,-0.920845883
2021-06-30,2021-22 Q1,E40000008,Midlands,STAFFORDSHIRE AND STOKE ON TRENT STP,E38000153,05Q,NHS SOUTH EAST STAFFORDSHIRE AND SEISDON PENINSULA CCG,50-64,20404,15561,76.264457949,763,46,106,75.1,-0.490929875
2021-06-30,2021-22 Q1,E40000010,North West,CHESHIRE AND MERSEYSIDE STP,E38000161,01T,NHS SOUTH SEFTON CCG,50-64,15353,10666,69.471764476,1617,104,106,75.1,-1.037021257
2021-06-30,2021-22 Q1,E40000009,North East and Yorkshire,CUMBRIA AND NORTH EAST STP,E38000163,00N,NHS SOUTH TYNESIDE CCG,50-64,14659,10995,75.005116311,733,68,106,75.1,-0.421575032
2021-06-30,2021-22 Q1,E40000003,London,SOUTH WEST LONDON HEALTH & CARE PARTNERSHIP (STP),E38000245,36L,NHS SOUTH WEST LONDON CCG,50-64,138145,100284,72.593289659,10232,93,106,75.1,-0.903072718
2021-06-30,2021-22 Q1,E40000007,East of England,MID AND SOUTH ESSEX STP,E38000168,99G,NHS SOUTHEND CCG,50-64,16671,12032,72.173234959,1305,96,106,75.1,-1.084711251
2021-06-30,2021-22 Q1,E40000010,North West,CHESHIRE AND MERSEYSIDE STP,E38000170,01V,NHS SOUTHPORT AND FORMBY CCG,50-64,12713,9503,74.750255644,668,74,106,75.1,-0.761737344
2021-06-30,2021-22 Q1,E40000010,North West,CHESHIRE AND MERSEYSIDE STP,E38000172,01X,NHS ST HELENS CCG,50-64,18440,13705,74.322125813,1047,81,106,75.1,-0.878096656
2021-06-30,2021-22 Q1,E40000008,Midlands,STAFFORDSHIRE AND STOKE ON TRENT STP,E38000173,05V,NHS STAFFORD AND SURROUNDS CCG,50-64,14152,10821,76.462690786,501,41,106,75.1,-0.246059758
2021-06-30,2021-22 Q1,E40000010,North West,GREATER MANCHESTER HEALTH AND SOCIAL CARE PARTNERSHIP (STP),E38000174,01W,NHS STOCKPORT CCG,50-64,28382,22021,77.587907829,685,14,106,75.1,-0.605594492
2021-06-30,2021-22 Q1,E40000008,Midlands,STAFFORDSHIRE AND STOKE ON TRENT STP,E38000175,05W,NHS STOKE ON TRENT CCG,50-64,23950,17989,75.110647182,1171,67,106,75.1,-0.111343726
2021-06-30,2021-22 Q1,E40000009,North East and Yorkshire,CUMBRIA AND NORTH EAST STP,E38000176,00P,NHS SUNDERLAND CCG,50-64,26869,20764,77.278648256,732,17,106,75.1,9.56744e-05
2021-06-30,2021-22 Q1,E40000005,South East,SURREY HEARTLANDS HEALTH & CARE PARTNERSHIP (STP),E38000246,92A,NHS SURREY HEARTLANDS CCG,50-64,102119,76157,74.576719318,5539,77,106,75.1,-0.555709461
2021-06-30,2021-22 Q1,E40000010,North West,GREATER MANCHESTER HEALTH AND SOCIAL CARE PARTNERSHIP (STP),E38000182,01Y,NHS TAMESIDE AND GLOSSOP CCG,50-64,22329,16523,73.997939899,1341,85,106,75.1,-0.716274247
2021-06-30,2021-22 Q1,E40000009,North East and Yorkshire,CUMBRIA AND NORTH EAST STP,E38000247,16C,NHS TEES VALLEY CCG,50-64,64349,47419,73.690344838,4061,87,106,75.1,-0.711776742
2021-06-30,2021-22 Q1,E40000007,East of England,MID AND SOUTH ESSEX STP,E38000185,07G,NHS THURROCK CCG,50-64,14516,11029,75.978230918,584,55,106,75.1,-0.50074271
2021-06-30,2021-22 Q1,E40000010,North West,GREATER MANCHESTER HEALTH AND SOCIAL CARE PARTNERSHIP (STP),E38000187,02A,NHS TRAFFORD CCG,50-64,20700,16135,77.946859903,425,10,106,75.1,-0.941537561
2021-06-30,2021-22 Q1,E40000009,North East and Yorkshire,HUMBER  COAST AND VALE STP,E38000188,03Q,NHS VALE OF YORK CCG,50-64,33437,25828,77.243771869,922,18,106,75.1,-0.229209792
2021-06-30,2021-22 Q1,E40000009,North East and Yorkshire,WEST YORKSHIRE AND HARROGATE (HEALTH & CARE PARTNERSHIP) STP,E38000190,03R,NHS WAKEFIELD CCG,50-64,34800,26668,76.632183908,1172,36,106,75.1,-0.782902109
2021-06-30,2021-22 Q1,E40000010,North West,CHESHIRE AND MERSEYSIDE STP,E38000194,02E,NHS WARRINGTON CCG,50-64,20860,15994,76.673058485,694,33,106,75.1,-0.543744613
2021-06-30,2021-22 Q1,E40000007,East of England,HERTFORDSHIRE AND WEST ESSEX STP,E38000197,07H,NHS WEST ESSEX CCG,50-64,29432,22565,76.668252242,981,34,106,75.1,-0.592487573
2021-06-30,2021-22 Q1,E40000010,North West,HEALTHIER LANCASHIRE AND SOUTH CUMBRIA,E38000200,02G,NHS WEST LANCASHIRE CCG,50-64,10832,8350,77.086410635,316,22,106,75.1,-0.432086804
2021-06-30,2021-22 Q1,E40000008,Midlands,LEICESTER  LEICESTERSHIRE AND RUTLAND STP,E38000201,04V,NHS WEST LEICESTERSHIRE CCG,50-64,35279,27497,77.941551631,727,11,106,75.1,-0.654806928
2021-06-30,2021-22 Q1,E40000007,East of England,SUFFOLK AND NORTH EAST ESSEX STP,E38000204,07K,NHS WEST SUFFOLK CCG,50-64,24701,19064,77.179061576,697,21,106,75.1,-0.049154191
2021-06-30,2021-22 Q1,E40000005,South East,SUSSEX AND EAST SURREY STP,E38000248,70F,NHS WEST SUSSEX CCG,50-64,85545,64417,75.301887895,4019,64,106,75.1,-0.589094915
2021-06-30,2021-22 Q1,E40000010,North West,GREATER MANCHESTER HEALTH AND SOCIAL CARE PARTNERSHIP (STP),E38000205,02H,NHS WIGAN BOROUGH CCG,50-64,29340,21952,74.819359237,1520,72,106,75.1,-0.919578661
2021-06-30,2021-22 Q1,E40000010,North West,CHESHIRE AND MERSEYSIDE STP,E38000208,12F,NHS WIRRAL CCG,50-64,32636,23873,73.149283,2236,90,106,75.1,-0.362241186
2021-09-30,2021-22 Q2,E40000009,North East and Yorkshire,SOUTH YORKSHIRE AND BASSETLAW STP,E38000006,02P,NHS BARNSLEY CCG,25-49,42065,31830,75.668608107,1822,13,106,68.6,1.4757499447
2021-09-30,2021-22 Q2,E40000007,East of England,MID AND SOUTH ESSEX STP,E38000007,99E,NHS BASILDON AND BRENTWOOD CCG,25-49,47888,35625,74.392332108,2686,22,106,68.6,1.2995012259
2021-09-30,2021-22 Q2,E40000009,North East and Yorkshire,SOUTH YORKSHIRE AND BASSETLAW STP,E38000008,02Q,NHS BASSETLAW CCG,25-49,18159,13347,73.500743433,1181,33,106,68.6,0.6011360298
2021-09-30,2021-22 Q2,E40000006,South West,BATH AND NORTH EAST SOMERSET  SWINDON AND WILTSHIRE STP,E38000231,92G,"NHS BATH AND NORTH EAST SOMERSET, SWINDON AND WILTSHIRE CCG",25-49,153166,111851,73.025997937,10682,42,106,68.6,0.5418685436
2021-09-30,2021-22 Q2,E40000007,East of England,BEDFORDSHIRE  LUTON AND MILTON KEYNES STP,E38000249,M1J4Y,"NHS BEDFORDSHIRE, LUTON AND MILTON KEYNES",25-49,190557,127582,66.952145552,24864,88,106,68.6,
2021-09-30,2021-22 Q2,E40000005,South East,BUCKINGHAMSHIRE  OXFORDSHIRE AND BERKSHIRE WEST STP,E38000221,15A,NHS BERKSHIRE WEST CCG,25-49,99822,67475,67.595319669,12383,85,106,68.6,0.2674624537
2021-09-30,2021-22 Q2,E40000008,Midlands,BIRMINGHAM AND SOLIHULL STP,E38000220,15E,NHS BIRMINGHAM AND SOLIHULL CCG,25-49,228348,146253,64.048294708,36426,99,106,68.6,0.1128610384
2021-09-30,2021-22 Q2,E40000008,Midlands,THE BLACK COUNTRY AND WEST BIRMINGHAM STP,E38000250,D2P2L,NHS BLACK COUNTRY AND WEST BIRMINGHAM CCG,25-49,252294,163245,64.704273586,38591,97,106,68.6,
2021-09-30,2021-22 Q2,E40000010,North West,HEALTHIER LANCASHIRE AND SOUTH CUMBRIA,E38000014,00Q,NHS BLACKBURN WITH DARWEN CCG,25-49,29645,18690,63.046044864,5026,101,106,68.6,-2.900121531
2021-09-30,2021-22 Q2,E40000010,North West,HEALTHIER LANCASHIRE AND SOUTH CUMBRIA,E38000015,00R,NHS BLACKPOOL CCG,25-49,26520,18174,68.529411765,3042,81,106,68.6,-0.205635514
2021-09-30,2021-22 Q2,E40000010,North West,GREATER MANCHESTER HEALTH AND SOCIAL CARE PARTNERSHIP (STP),E38000016,00T,NHS BOLTON CCG,25-49,51465,35180,68.357135918,5992,83,106,68.6,-0.370002381
2021-09-30,2021-22 Q2,E40000009,North East and Yorkshire,WEST YORKSHIRE AND HARROGATE (HEALTH & CARE PARTNERSHIP) STP,E38000232,36J,NHS BRADFORD DISTRICT AND CRAVEN CCG,25-49,105829,69160,65.350707273,15504,96,106,68.6,0.5652608335
2021-09-30,2021-22 Q2,E40000005,South East,SUSSEX AND EAST SURREY STP,E38000021,09D,NHS BRIGHTON AND HOVE CCG,25-49,61645,39583,64.211209344,9733,98,106,68.6,0.367769613
2021-09-30,2021-22 Q2,E40000006,South West,BRISTOL  NORTH SOMERSET AND SOUTH GLOUCESTERSHIRE STP,E38000222,15C,NHS BRISTOL,25-49,188337,135272,71.824442356,15398,52,106,68.6,0.6282587972
2021-09-30,2021-22 Q2,E40000005,South East,BUCKINGHAMSHIRE  OXFORDSHIRE AND BERKSHIRE WEST STP,E38000223,14Y,NHS BUCKINGHAMSHIRE CCG,25-49,94331,66279,70.262161962,9186,70,106,68.6,-0.088771372
2021-09-30,2021-22 Q2,E40000010,North West,GREATER MANCHESTER HEALTH AND SOCIAL CARE PARTNERSHIP (STP),E38000024,00V,NHS BURY CCG,25-49,34375,24313,70.728727273,3187,68,106,68.6,0.5464089326
2021-09-30,2021-22 Q2,E40000009,North East and Yorkshire,WEST YORKSHIRE AND HARROGATE (HEALTH & CARE PARTNERSHIP) STP,E38000025,02T,NHS CALDERDALE CCG,25-49,35378,25344,71.637740969,2959,56,106,68.6,0.1825854723
2021-09-30,2021-22 Q2,E40000007,East of England,CAMBRIDGESHIRE AND PETERBOROUGH STP,E38000026,06H,NHS CAMBRIDGESHIRE AND PETERBOROUGH CCG,25-49,175062,115546,66.002901829,24504,91,106,68.6,-0.499887571
2021-09-30,2021-22 Q2,E40000008,Midlands,STAFFORDSHIRE AND STOKE ON TRENT STP,E38000028,04Y,NHS CANNOCK CHASE CCG,25-49,21081,15939,75.608367724,926,14,106,68.6,-0.359113496
2021-09-30,2021-22 Q2,E40000007,East of England,MID AND SOUTH ESSEX STP,E38000030,99F,NHS CASTLE POINT AND ROCHFORD CCG,25-49,26852,20560,76.567853419,922,7,106,68.6,0.3448050916
2021-09-30,2021-22 Q2,E40000010,North West,CHESHIRE AND MERSEYSIDE STP,E38000233,27D,NHS CHESHIRE CCG,25-49,120547,89785,74.481322638,6653,21,106,68.6,0.3942504871
2021-09-30,2021-22 Q2,E40000010,North West,HEALTHIER LANCASHIRE AND SOUTH CUMBRIA,E38000034,00X,NHS CHORLEY AND SOUTH RIBBLE CCG,25-49,29467,22441,76.156378322,1133,8,106,68.6,0.6013492163
2021-09-30,2021-22 Q2,E40000009,North East and Yorkshire,CUMBRIA AND NORTH EAST STP,E38000234,84H,NHS COUNTY DURHAM CCG,25-49,82575,62488,75.674235543,3572,12,106,68.6,0.5732168883
2021-09-30,2021-22 Q2,E40000008,Midlands,COVENTRY AND WARWICKSHIRE STP,E38000251,B2M3M,NHS COVENTRY AND WARWICKSHIRE CCG,25-49,168656,115372,68.406697657,19553,82,106,68.6,
2021-09-30,2021-22 Q2,E40000008,Midlands,JOINED UP CARE DERBYSHIRE STP,E38000229,15M,NHS DERBY AND DERBYSHIRE CCG,25-49,164586,123781,75.207490309,7888,15,106,68.6,-0.186655901
2021-09-30,2021-22 Q2,E40000006,South West,DEVON STP,E38000230,15N,NHS DEVON CCG,25-49,180636,132832,73.535729312,11677,32,106,68.6,-0.286932554
2021-09-30,2021-22 Q2,E40000009,North East and Yorkshire,SOUTH YORKSHIRE AND BASSETLAW STP,E38000044,02X,NHS DONCASTER CCG,25-49,51550,36783,71.354025218,4457,61,106,68.6,0.7937837882
2021-09-30,2021-22 Q2,E40000006,South West,DORSET STP,E38000045,11J,NHS DORSET CCG,25-49,117584,86084,73.210640904,7984,40,106,68.6,0.4646376548
2021-09-30,2021-22 Q2,E40000007,East of England,HERTFORDSHIRE AND WEST ESSEX STP,E38000049,06K,NHS EAST AND NORTH HERTFORDSHIRE CCG,25-49,104683,77495,74.028256737,6252,25,106,68.6,-0.33939642
2021-09-30,2021-22 Q2,E40000010,North West,HEALTHIER LANCASHIRE AND SOUTH CUMBRIA,E38000050,01A,NHS EAST LANCASHIRE CCG,25-49,62036,43042,69.382294152,6587,75,106,68.6,-1.353260645
